Day Of Week,District,Hour,Incident Number,Lat,Location,Long,Month,Number of Records,Occurred On Date,Offense Code,Offense Code Group,Offense Description,Reporting Area,Shooting,Street,Ucr Part,Year
Sunday,C11,9,I172021390,42.28992932,"(42.28992932, -71.05176621)",-71.05176621,3,1,3/19/2017 9:43:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),377,,WESTGLOW ST,Other,2017
Sunday,B2,4,I172025463,42.32681883,"(42.32681883, -71.07779112)",-71.07779112,4,1,4/2/2017 4:27:21 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),267,,FOREST ST,Other,2017
Sunday,B2,9,I172027805,42.30700371,"(42.30700371, -71.08313157)",-71.08313157,4,1,4/9/2017 9:00:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),330,,CASTLEGATE RD,Other,2017
Sunday,C11,3,I172031522,42.29202523,"(42.29202523, -71.06321541)",-71.06321541,4,1,4/23/2017 3:41:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),396,,CHEVERUS RD,Other,2017
Sunday,A15,18,I172037963,42.38180833,"(42.38180833, -71.05615420)",-71.0561542,5,1,5/14/2017 6:36:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),37,,TERMINAL ST,Other,2017
Sunday,B2,15,I172038423,42.33248759,"(42.33248759, -71.08365801)",-71.08365801,5,1,5/14/2017 3:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),276,,SHAWMUT AVE,Other,2017
Sunday,B2,20,I172046666,42.32587293,"(42.32587293, -71.08888160)",-71.0888816,5,1,5/28/2017 8:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),293,,JUNIPER ST,Other,2017
Sunday,B3,19,I172037988,42.28820003,"(42.28820003, -71.07694224)",-71.07694224,5,1,5/14/2017 7:49:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),435,,NORFOLK ST,Other,2017
Sunday,C6,7,I172037839,42.33204066,"(42.33204066, -71.05602989)",-71.05602989,5,1,5/14/2017 7:41:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),194,,MIDDLE ST,Other,2017
Sunday,D4,6,I172035822,42.33796886,"(42.33796886, -71.06408210)",-71.0640821,5,1,5/7/2017 6:07:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),169,,FRONTAGE RD,Other,2017
Sunday,D4,12,I172035859,42.34114797,"(42.34114797, -71.08246189)",-71.08246189,5,1,5/7/2017 12:07:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),147,,MASSACHUSETTS AVE,Other,2017
Sunday,B3,11,I172049003,42.268024,"(42.26802400, -71.09301057)",-71.09301057,6,1,6/11/2017 11:30:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),426,,RIVER ST,Other,2017
Sunday,B3,20,I172044501,42.27261382,"(42.27261382, -71.07295923)",-71.07295923,6,1,6/4/2017 8:30:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),408,,MONSON ST,Other,2017
Sunday,C11,1,I172046492,42.30638323,"(42.30638323, -71.06021218)",-71.06021218,6,1,6/11/2017 1:00:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),347,,LYON ST,Other,2017
Sunday,C11,15,I172048788,42.29768954,"(42.29768954, -71.06090954)",-71.06090954,6,1,6/18/2017 3:07:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),355,,DORCHESTER AVE,Other,2017
Sunday,A7,19,I172058107,42.38029951,"(42.38029951, -71.03264719)",-71.03264719,7,1,7/16/2017 7:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),824,,TRENTON ST,Other,2017
Sunday,B2,9,I172059722,42.31915263,"(42.31915263, -71.07189822)",-71.07189822,7,1,7/23/2017 9:51:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),260,,HARLOW ST,Other,2017
Sunday,B2,17,I172062211,42.30639716,"(42.30639716, -71.08349251)",-71.08349251,7,1,7/30/2017 5:30:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),330,,SUPPLE RD,Other,2017
Sunday,B2,21,I172062135,42.31202047,"(42.31202047, -71.08851632)",-71.08851632,7,1,7/30/2017 9:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),317,,RUTHVEN ST,Other,2017
Sunday,E18,14,I172061936,42.26697113,"(42.26697113, -71.10226972)",-71.10226972,7,1,7/30/2017 2:21:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),486,,RAINIER RD,Other,2017
Sunday,A1,10,I172070889,42.35988372,"(42.35988372, -71.06016189)",-71.06016189,8,1,8/27/2017 10:41:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),73,,CENTER PLZ,Other,2017
Sunday,B2,19,I172064332,42.31736234,"(42.31736234, -71.07724596)",-71.07724596,8,1,8/6/2017 7:30:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),324,,INGLESIDE ST,Other,2017
Sunday,A1,23,I172077613,,"(0.00000000, 0.00000000)",,9,1,9/17/2017 11:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),123,,WASHINGTON ST,Other,2017
Sunday,B3,23,I172075276,42.27105479,"(42.27105479, -71.09753898)",-71.09753898,9,1,9/10/2017 11:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),472,,WOODHAVEN ST,Other,2017
Sunday,B3,0,I172085996,42.30084929,"(42.30084929, -71.08522128)",-71.08522128,10,1,10/15/2017 12:47:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),457,,MCLELLAN ST,Other,2017
Sunday,C6,7,I172086037,42.33210843,"(42.33210843, -71.07014395)",-71.07014395,10,1,10/15/2017 7:53:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),177,,SOUTHAMPTON ST,Other,2017
Sunday,D4,2,I172085995,42.34091586,"(42.34091586, -71.08771531)",-71.08771531,10,1,10/15/2017 2:23:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),618,,HUNTINGTON AVE,Other,2017
Sunday,D4,23,I172088402,42.33796886,"(42.33796886, -71.06408210)",-71.0640821,10,1,10/22/2017 11:56:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),169,,FRONTAGE RD,Other,2017
Sunday,A1,12,I172094587,42.33954199,"(42.33954199, -71.06940877)",-71.06940877,11,1,11/12/2017 12:09:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),167,,HARRISON AVE,Other,2017
Sunday,A7,19,I172092765,42.36938736,"(42.36938736, -71.03949071)",-71.03949071,11,1,11/5/2017 7:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),29,,HENRY ST,Other,2017
Sunday,B3,23,I172092847,42.29779768,"(42.29779768, -71.08099147)",-71.08099147,11,1,11/5/2017 11:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),444,,GLENWAY ST,Other,2017
Sunday,B2,11,I172107567,42.32926098,"(42.32926098, -71.07900139)",-71.07900139,12,1,12/31/2017 11:32:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),268,,DEARBORN ST,Other,2017
Sunday,C11,17,I172104350,42.30095488,"(42.30095488, -71.06537601)",-71.06537601,12,1,12/17/2017 5:23:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),352,,LEROY ST,Other,2017
Sunday,D4,5,I182001341,42.34601613,"(42.34601613, -71.09381210)",-71.0938121,12,1,12/31/2017 5:00:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),624,,BOYLSTON ST,Other,2017
Sunday,D4,17,I172106084,,"(0.00000000, 0.00000000)",,12,1,12/24/2017 5:02:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),,,W CONCORD ST,Other,2017
Sunday,D4,22,I172104308,42.34807438,"(42.34807438, -71.08985300)",-71.089853,12,1,12/17/2017 10:52:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),621,,NEWBURY ST,Other,2017
Thursday,B2,17,I172012089,42.31219754,"(42.31219754, -71.06972356)",-71.06972356,1,1,1/26/2017 5:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),331,,BODWELL ST,Other,2017
Thursday,C11,22,I172007130,42.28083064,"(42.28083064, -71.06280984)",-71.06280984,1,1,1/26/2017 10:34:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),395,,GALLIVAN BLVD,Other,2017
Thursday,B3,20,I172009126,42.30325271,"(42.30325271, -71.07994055)",-71.07994055,2,1,2/2/2017 8:50:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),459,,FENELON ST,Other,2017
Thursday,C11,13,I172009017,42.31508092,"(42.31508092, -71.05281319)",-71.05281319,2,1,2/2/2017 1:56:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),249,,HARTLAND ST,Other,2017
Thursday,D14,11,I172012677,,"(0.00000000, 0.00000000)",,2,1,2/16/2017 11:03:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),,,,Other,2017
Thursday,A7,10,I172024622,42.37442697,"(42.37442697, -71.03527876)",-71.03527876,3,1,3/30/2017 10:42:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),21,,PARIS ST,Other,2017
Thursday,B3,16,I172018829,42.29282591,"(42.29282591, -71.07966513)",-71.07966513,3,1,3/9/2017 4:38:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),442,,BERNARD ST,Other,2017
Thursday,C11,0,I172024734,42.30428157,"(42.30428157, -71.06677308)",-71.06677308,3,1,3/30/2017 12:30:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),341,,NORTON ST,Other,2017
Thursday,C11,19,I172022786,42.31359091,"(42.31359091, -71.05432387)",-71.05432387,3,1,3/23/2017 7:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),249,,SAXTON ST,Other,2017
Thursday,C6,7,I172026418,42.32856401,"(42.32856401, -71.06835343)",-71.06835343,3,1,3/23/2017 7:00:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),178,,MASSACHUSETTS AVE,Other,2017
Thursday,A1,17,I172030944,42.35043297,"(42.35043297, -71.05873158)",-71.05873158,4,1,4/20/2017 5:50:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),116,,LINCOLN ST,Other,2017
Thursday,A7,11,I172032763,42.37633519,"(42.37633519, -71.03604485)",-71.03604485,4,1,4/27/2017 11:41:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),23,,MARION ST,Other,2017
Thursday,B2,12,I172030813,42.31790476,"(42.31790476, -71.06706881)",-71.06706881,4,1,4/20/2017 12:25:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),258,,DUDLEY ST,Other,2017
Thursday,B3,18,I172032909,42.28104853,"(42.28104853, -71.07206440)",-71.0720644,4,1,4/27/2017 6:07:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),416,,FAIRMOUNT ST,Other,2017
Thursday,C6,6,I172028684,42.33003459,"(42.33003459, -71.05825989)",-71.05825989,4,1,4/13/2017 6:22:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),174,,ELLERY ST,Other,2017
Thursday,C6,23,I172028948,,"(0.00000000, 0.00000000)",,4,1,4/13/2017 11:24:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),186,,ALLSTATE RD,Other,2017
Thursday,A1,13,I172037054,42.35331987,"(42.35331987, -71.06102314)",-71.06102314,5,1,5/11/2017 1:34:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),112,,AVENUE DE LAFAYETTE,Other,2017
Thursday,B3,16,I172035362,42.28886535,"(42.28886535, -71.07738439)",-71.07738439,5,1,5/4/2017 4:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),437,,FERNDALE ST,Other,2017
Thursday,A1,0,I172043560,42.3575462,"(42.35754620, -71.05881953)",-71.05881953,6,1,6/1/2017 12:00:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),103,,SCHOOL ST,Other,2017
Thursday,A1,4,I172043271,,"(0.00000000, 0.00000000)",,6,1,6/1/2017 4:39:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),,,ARCH ST,Other,2017
Thursday,B3,19,I172047973,42.27195474,"(42.27195474, -71.07850094)",-71.07850094,6,1,6/15/2017 7:24:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),409,,STANDARD ST,Other,2017
Thursday,C11,23,I172052585,42.28790635,"(42.28790635, -71.06199818)",-71.06199818,6,1,6/29/2017 11:30:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),393,,WRENTHAM ST,Other,2017
Thursday,D14,16,I172052396,42.34489887,"(42.34489887, -71.15071599)",-71.15071599,6,1,6/29/2017 4:27:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),776,,BLENFORD RD,Other,2017
Thursday,D4,9,I172052276,42.33796886,"(42.33796886, -71.06408210)",-71.0640821,6,1,6/29/2017 9:23:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),169,,FRONTAGE RD,Other,2017
Thursday,E18,17,I172052431,42.26513182,"(42.26513182, -71.09655513)",-71.09655513,6,1,6/29/2017 5:03:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),482,,EDGEWATER DR,Other,2017
Thursday,A7,10,I172058779,42.38259067,"(42.38259067, -71.03769466)",-71.03769466,7,1,7/20/2017 10:03:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),25,,CONDOR ST,Other,2017
Thursday,B2,13,I172056761,42.31535276,"(42.31535276, -71.07304299)",-71.07304299,7,1,7/13/2017 1:11:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),327,,HARTFORD ST,Other,2017
Thursday,C11,16,I172061066,42.30570822,"(42.30570822, -71.06015451)",-71.06015451,7,1,7/27/2017 4:20:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),347,,LINDEN ST,Other,2017
Thursday,C11,19,I172054774,42.30029712,"(42.30029712, -71.05902229)",-71.05902229,7,1,7/6/2017 7:30:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),351,,ADAMS ST,Other,2017
Thursday,A7,11,I172084180,42.39352862,"(42.39352862, -71.01158244)",-71.01158244,8,1,8/10/2017 11:09:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),11,,WILLIAM F MCCLELLAN HWY,Other,2017
Thursday,B2,15,I172063300,42.31275031,"(42.31275031, -71.09388736)",-71.09388736,8,1,8/3/2017 3:00:00 PM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),316,,SEAVER ST,Other,2017
Thursday,B3,9,I172070089,42.29385719,"(42.29385719, -71.08324022)",-71.08324022,8,1,8/24/2017 9:52:00 AM,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),441,,BROWNING AVE,Other,2017
